"Date","Price","Open","High","Low","Vol.","Change %"
"05/26/2022","93,710.99","91,271.67","93,776.47","91,271.67","","2.67%"
"05/24/2022","91,271.67","90,344.05","91,447.90","89,835.74","","1.03%"
"05/23/2022","90,344.05","88,118.96","90,525.42","87,698.05","","2.53%"
"05/20/2022","88,118.96","88,634.32","89,799.93","87,330.94","","-0.58%"
"05/19/2022","88,634.32","90,803.43","90,803.43","88,634.32","","-2.39%"
"05/17/2022","90,803.43","89,964.80","91,857.03","89,964.80","","0.93%"
"05/16/2022","89,964.80","88,795.76","90,385.92","88,500.97","","1.32%"
"05/13/2022","88,795.76","85,532.83","88,974.53","85,532.83","","3.83%"
"05/12/2022","85,520.83","85,762.84","86,786.67","84,285.57","","-0.28%"
"05/11/2022","85,762.84","83,676.75","85,884.39","83,676.75","","2.49%"
"05/10/2022","83,676.75","82,243.55","83,839.19","81,962.83","","1.74%"
"05/09/2022","82,243.55","86,544.82","86,544.82","82,166.92","","-4.93%"
"05/06/2022","86,507.22","86,434.10","87,178.82","85,155.52","","0.08%"
"05/05/2022","86,434.10","89,909.37","89,909.37","86,229.26","","-3.32%"
"05/04/2022","89,401.35","89,634.64","89,638.18","88,415.69","","-0.21%"
"05/03/2022","89,585.33","87,608.13","89,751.28","87,515.70","","2.26%"
"05/02/2022","87,608.13","88,250.97","88,250.97","86,661.63","","-0.73%"
"04/29/2022","88,250.97","90,354.23","91,371.15","88,176.23","","-2.33%"
"04/28/2022","90,354.23","90,033.25","91,019.08","89,337.51","","0.36%"
"04/27/2022","90,033.25","89,574.68","90,913.66","89,363.49","","0.51%"
"04/26/2022","89,574.68","91,154.73","91,154.73","89,213.99","","-1.73%"
"04/25/2022","91,154.43","91,792.35","91,792.35","88,790.18","","-0.61%"
"04/22/2022","91,717.07","91,656.75","92,688.46","91,414.05","","0.24%"
"04/21/2022","91,496.13","92,559.34","93,140.99","91,263.00","","-1.15%"
"04/20/2022","92,559.34","92,038.35","92,741.65","91,120.42","","0.57%"
"04/19/2022","92,038.35","91,239.22","92,151.51","90,939.16","","0.88%"
"04/18/2022","91,239.22","91,041.37","92,777.82","90,977.07","","0.22%"
"04/13/2022","91,041.37","90,345.86","91,115.97","89,982.76","","0.77%"
"04/12/2022","90,345.86","90,629.89","91,426.12","89,924.45","","-0.31%"
"04/11/2022","90,629.89","92,091.47","92,245.72","90,487.64","","-1.59%"
"04/08/2022","92,091.47","91,558.17","92,488.57","91,558.17","","0.58%"
"04/07/2022","91,558.17","90,973.03","91,686.69","89,848.35","","0.64%"
"04/06/2022","90,973.03","91,814.30","91,814.30","89,921.83","","-0.92%"
"04/05/2022","91,814.30","93,218.66","94,374.34","91,811.62","","-1.51%"
"04/04/2022","93,218.66","92,390.98","93,480.43","92,390.98","","0.90%"
"04/01/2022","92,390.98","90,979.02","92,571.02","90,979.02","","1.57%"
"03/31/2022","90,959.59","90,867.58","92,039.01","90,702.49","","0.10%"
"03/30/2022","90,867.58","89,967.25","91,215.27","89,966.28","","1.00%"
"03/29/2022","89,967.25","91,662.96","92,046.08","89,874.97","","-1.85%"
"03/28/2022","91,662.96","93,010.43","93,058.55","91,643.90","","-1.45%"
"03/25/2022","93,010.43","90,106.60","93,313.21","90,106.60","","3.22%"
"03/23/2022","90,106.60","90,170.10","91,891.00","89,773.04","","-0.07%"
"03/22/2022","90,170.10","90,041.05","91,362.50","89,979.33","","0.14%"
"03/21/2022","90,041.05","89,057.57","90,989.16","89,032.58","","1.10%"
"03/18/2022","89,057.57","89,645.88","90,693.78","88,790.42","","-0.66%"
"03/17/2022","89,645.88","87,450.87","89,789.98","87,450.87","","2.51%"
"03/16/2022","87,450.87","84,054.72","87,661.26","84,054.72","","4.04%"
"03/15/2022","84,054.72","84,955.90","84,955.90","83,570.00","","-1.06%"
"03/14/2022","84,955.90","88,999.06","89,003.20","84,747.71","","-4.54%"
"03/11/2022","88,999.06","90,283.10","91,465.74","88,620.32","","-1.42%"
"03/10/2022","90,283.10","87,226.46","90,393.34","87,138.68","","3.50%"
"03/09/2022","87,226.46","88,061.14","89,354.10","87,003.09","","-0.95%"
"03/08/2022","88,061.14","87,948.21","88,061.14","88,061.14","","0.13%"
"03/07/2022","87,948.21","89,515.44","90,713.33","87,788.81","","-1.75%"
"03/04/2022","89,515.44","91,558.04","91,988.91","88,451.40","","-2.23%"
"03/03/2022","91,558.04","90,248.93","91,759.16","88,415.66","","1.45%"
"03/02/2022","90,248.93","87,969.87","90,469.79","87,969.87","","2.59%"
"02/25/2022","87,969.87","88,721.46","89,836.88","87,785.50","","-0.85%"
"02/24/2022","88,721.46","91,359.52","91,359.52","87,311.53","","-2.89%"
"02/23/2022","91,359.52","90,440.55","91,764.30","89,401.16","","1.02%"
"02/22/2022","90,440.55","90,029.49","91,166.39","89,789.18","","0.46%"
"02/21/2022","90,029.49","89,443.19","90,391.92","89,333.31","","0.66%"
"02/18/2022","89,443.19","89,977.89","90,724.45","88,325.33","","-0.59%"
"02/17/2022","89,977.89","90,577.55","91,286.02","89,977.89","","-0.66%"
"02/16/2022","90,577.55","88,042.62","90,775.96","87,991.58","","2.88%"
"02/15/2022","88,042.62","87,803.68","88,824.86","87,594.29","","0.27%"
"02/14/2022","87,803.68","88,184.99","88,773.70","87,321.49","","-0.43%"
"02/11/2022","88,184.99","87,559.37","89,904.46","87,468.08","","0.71%"
"02/10/2022","87,559.37","87,393.09","88,462.99","86,994.38","","0.19%"
"02/09/2022","87,393.09","88,149.17","89,097.93","87,309.28","","-0.86%"
"02/08/2022","88,149.17","89,189.09","89,877.09","88,091.95","","-1.17%"
"02/07/2022","89,189.09","87,934.02","89,438.90","87,934.02","","1.43%"
"02/04/2022","87,934.02","88,091.28","88,637.16","87,225.92","","-0.18%"
"02/03/2022","88,091.28","89,662.66","89,813.01","87,745.89","","-1.75%"
"02/02/2022","89,662.66","91,416.55","92,732.37","89,490.72","","-1.92%"
"02/01/2022","91,416.55","90,907.51","91,802.78","88,669.05","","0.56%"
"01/31/2022","90,907.51","88,269.83","91,012.35","87,937.39","","2.99%"
"01/28/2022","88,269.83","85,968.76","90,227.14","85,968.76","","2.68%"
"01/27/2022","85,968.76","85,782.14","86,585.99","85,319.31","","0.22%"
"01/26/2022","85,782.14","85,180.43","86,614.28","85,180.43","","0.71%"
"01/25/2022","85,180.43","81,004.41","85,320.66","80,789.86","","5.16%"
"01/24/2022","81,004.41","83,622.48","83,622.48","80,403.36","","-3.13%"
"01/21/2022","83,622.48","85,126.37","85,172.93","83,382.39","","-1.77%"
"01/20/2022","85,126.37","83,528.23","85,674.00","83,528.23","","1.91%"
"01/19/2022","83,528.23","83,350.61","84,040.93","83,157.55","","0.21%"
"01/18/2022","83,350.61","85,038.79","85,339.29","83,249.20","","-1.99%"
"01/17/2022","85,038.79","85,481.07","85,481.07","84,758.48","","-0.52%"
"01/14/2022","85,481.07","85,370.86","85,555.31","84,628.54","","0.13%"
"01/13/2022","85,370.86","85,100.27","86,743.75","85,088.60","","0.32%"
"01/12/2022","85,100.27","84,702.31","85,466.30","84,499.84","","0.47%"
"01/11/2022","84,702.31","83,746.30","84,840.25","83,599.71","","1.14%"
"01/10/2022","83,746.30","84,402.07","84,421.18","83,351.86","","-0.78%"
"01/07/2022","84,402.07","83,761.35","84,502.28","83,408.53","","0.78%"
"01/06/2022","83,747.84","83,835.72","84,408.07","82,671.92","","-0.10%"
"01/05/2022","83,835.72","85,285.98","85,841.20","83,811.54","","-1.70%"
"01/04/2022","85,285.98","85,579.11","86,355.52","85,002.47","","-0.34%"
"01/03/2022","85,579.11","83,500.11","85,724.37","83,500.11","","2.49%"
"12/30/2021","83,500.11","84,006.50","85,604.97","83,420.71","","-0.60%"
"12/29/2021","84,006.50","82,787.32","84,395.93","82,224.39","","1.48%"
"12/28/2021","82,783.68","84,581.25","85,467.57","82,380.25","","-2.11%"
"12/27/2021","84,570.45","84,850.31","85,754.83","84,230.31","","-0.33%"
"12/23/2021","84,850.31","83,651.80","85,572.16","83,651.80","","1.43%"
"12/22/2021","83,651.80","84,137.68","85,172.12","83,568.44","","-0.58%"
"12/21/2021","84,137.68","81,908.15","84,429.66","81,908.15","","2.72%"
"12/20/2021","81,908.15","83,234.04","83,235.11","81,240.85","","-1.59%"
"12/17/2021","83,234.04","82,995.22","83,779.04","82,491.37","","0.29%"
"12/16/2021","82,995.22","80,939.44","83,453.10","80,939.44","","2.54%"
"12/15/2021","80,939.44","82,178.84","82,697.51","80,533.13","","-1.51%"
"12/14/2021","82,178.84","81,947.65","83,008.98","81,254.61","","0.28%"
"12/13/2021","81,947.65","85,441.38","85,599.70","81,840.53","","-4.09%"
"12/10/2021","85,441.38","86,544.92","87,585.28","85,240.97","","-1.28%"
"12/09/2021","86,544.92","89,242.77","89,758.30","86,189.54","","-3.02%"
"12/07/2021","89,242.77","88,287.43","89,836.50","88,287.43","","1.08%"
"12/06/2021","88,287.43","86,359.78","88,542.21","86,169.96","","2.23%"
"12/03/2021","86,359.78","87,451.27","88,898.65","84,646.29","","-1.25%"
"12/02/2021","87,451.27","85,164.78","87,750.77","85,164.78","","2.68%"
"12/01/2021","85,164.78","79,315.79","85,418.45","79,315.79","","7.37%"
"11/30/2021","79,315.79","79,094.93","79,572.06","77,706.80","","0.28%"
"11/29/2021","79,094.93","80,369.01","82,337.45","78,612.13","","-1.59%"
"11/26/2021","80,369.01","84,956.92","84,956.92","79,416.52","","-5.40%"
"11/25/2021","84,956.92","83,481.20","84,997.05","83,160.34","","1.77%"
"11/24/2021","83,481.20","83,770.51","85,111.36","83,210.26","","-0.35%"
"11/23/2021","83,770.51","85,695.15","85,695.15","82,836.99","","-2.25%"
"11/19/2021","85,695.15","89,512.44","90,102.57","85,437.06","","-4.26%"
"11/18/2021","89,512.44","87,541.77","89,923.91","85,650.37","","2.25%"
"11/17/2021","87,541.77","89,674.14","90,277.83","86,380.25","","-2.38%"
"11/16/2021","89,674.14","92,999.37","93,569.89","89,270.56","","-3.58%"
"11/15/2021","92,999.37","94,963.42","96,599.21","91,222.10","","-2.07%"
"11/12/2021","94,963.42","95,943.83","96,789.07","92,490.95","","-1.02%"
"11/11/2021","95,943.83","95,130.59","96,945.46","95,025.82","","0.85%"
"11/10/2021","95,130.59","94,381.35","96,158.45","93,753.71","","0.79%"
"11/09/2021","94,381.35","96,045.61","97,024.42","94,025.16","","-1.73%"
"11/08/2021","96,044.88","92,895.89","96,138.23","92,895.89","","3.39%"
"11/05/2021","92,895.89","91,258.15","93,013.63","91,200.79","","1.79%"
"11/04/2021","91,258.15","92,095.02","92,095.02","89,743.49","","-0.91%"
"11/03/2021","92,095.02","89,273.04","92,124.21","88,983.22","","3.16%"
"11/02/2021","89,273.04","87,511.81","89,486.81","86,700.31","","2.07%"
"11/01/2021","87,460.35","83,560.96","87,723.12","83,560.96","","4.67%"
"10/29/2021","83,560.96","86,034.23","86,253.98","83,295.82","","-2.87%"
"10/28/2021","86,034.23","85,353.13","86,477.24","84,645.74","","0.80%"
"10/27/2021","85,353.13","88,907.82","88,907.82","85,316.61","","-4.00%"
"10/26/2021","88,907.82","89,391.76","90,576.75","88,836.84","","-0.54%"
"10/25/2021","89,391.76","86,898.51","89,855.80","86,898.51","","2.87%"
"10/22/2021","86,898.51","86,795.26","87,132.66","85,709.68","","0.12%"
"10/21/2021","86,795.26","87,055.66","87,055.66","85,654.04","","-0.30%"
"10/20/2021","87,055.66","84,307.98","87,157.62","84,307.98","","3.26%"
"10/19/2021","84,307.98","82,859.69","84,402.48","82,474.31","","1.75%"
"10/18/2021","82,859.69","81,990.22","83,471.70","81,818.75","","1.06%"
"10/15/2021","81,990.22","80,138.01","82,264.39","80,138.01","","2.31%"
"10/14/2021","80,138.01","78,427.93","80,255.19","78,427.93","","2.18%"
"10/13/2021","78,427.93","77,927.87","78,518.26","77,100.96","","0.64%"
"10/12/2021","77,927.87","77,553.97","79,372.54","77,553.97","","0.48%"
"10/07/2021","77,553.31","77,443.10","78,406.08","77,400.98","","0.14%"
"10/06/2021","77,443.10","78,191.50","78,191.50","76,756.98","","-0.96%"
"10/05/2021","78,191.50","77,578.90","78,499.67","77,578.90","","0.79%"
"10/04/2021","77,578.90","77,626.17","78,540.47","77,163.94","","-0.06%"
"10/01/2021","77,626.17","77,363.64","77,904.55","77,033.71","","0.34%"
"09/30/2021","77,363.64","76,589.27","77,755.65","76,589.27","","1.01%"
"09/29/2021","76,589.27","75,808.43","77,053.29","75,808.43","","1.03%"
"09/28/2021","75,808.43","75,687.52","76,112.39","74,810.03","","0.16%"
"09/27/2021","75,687.52","74,180.20","75,727.47","74,180.20","","2.03%"
"09/24/2021","74,180.20","74,743.42","74,922.73","73,918.56","","-0.75%"
"09/23/2021","74,743.42","74,750.23","75,462.77","74,304.55","","-0.01%"
"09/22/2021","74,750.23","73,918.62","75,369.36","73,918.62","","1.13%"
"09/21/2021","73,918.62","73,635.15","74,862.77","73,635.15","","0.38%"
"09/20/2021","73,635.15","78,512.09","78,512.09","73,488.16","","-6.21%"
"09/17/2021","78,512.09","79,738.13","80,292.50","78,512.09","","-1.54%"
"09/16/2021","79,738.13","78,488.50","80,206.26","76,373.63","","1.59%"
"09/15/2021","78,488.50","78,989.23","79,803.72","77,166.18","","-0.63%"
"09/14/2021","78,989.23","80,065.91","80,433.30","78,338.97","","-1.34%"
"09/13/2021","80,065.91","75,895.02","83,923.24","75,895.02","","5.50%"
"09/10/2021","75,895.02","77,127.01","77,440.30","75,813.52","","-1.60%"
"09/09/2021","77,127.01","77,459.00","78,793.49","76,356.48","","-0.43%"
"09/08/2021","77,459.00","79,004.76","79,004.76","76,506.77","","-1.96%"
"09/07/2021","79,004.76","76,003.44","79,311.22","76,003.44","","3.95%"
"09/06/2021","76,002.98","74,734.95","76,076.47","74,593.70","","1.70%"
"09/03/2021","74,734.95","75,115.05","75,416.27","74,374.14","","-0.51%"
"09/02/2021","75,115.05","75,232.61","76,419.67","74,641.61","","-0.16%"
"09/01/2021","75,232.61","76,451.68","77,562.19","75,107.22","","-1.59%"
"08/31/2021","76,451.68","76,329.42","76,876.65","75,324.29","","0.16%"
"08/30/2021","76,329.42","73,203.64","76,502.57","73,203.64","","4.27%"
"08/27/2021","73,203.64","71,550.54","73,997.91","71,550.54","","2.31%"
"08/26/2021","71,550.54","72,009.08","72,363.43","71,241.84","","-0.64%"
"08/25/2021","72,009.08","71,353.80","72,109.82","71,192.87","","0.92%"
"08/24/2021","71,353.80","69,050.33","71,451.06","69,050.33","","3.34%"
"08/23/2021","69,050.33","67,822.20","69,164.30","67,822.20","","1.81%"
"08/20/2021","67,822.20","66,681.73","67,947.55","66,681.73","","1.71%"
"08/19/2021","66,681.73","67,094.33","67,094.33","65,600.84","","-0.61%"
"08/18/2021","67,094.33","67,999.04","67,999.04","66,999.68","","-1.33%"
"08/17/2021","67,999.04","69,544.76","69,544.76","67,456.09","","-2.22%"
"08/13/2021","69,544.76","69,492.58","69,618.06","68,377.11","","0.08%"
"08/12/2021","69,492.58","69,475.19","69,586.37","68,723.09","","0.03%"
"08/11/2021","69,475.19","68,023.11","69,719.04","67,715.06","","2.13%"
"08/10/2021","68,023.11","66,096.38","68,099.55","66,096.38","","2.92%"
"08/09/2021","66,096.38","65,860.91","66,249.78","65,601.04","","0.36%"
"08/06/2021","65,860.91","66,136.50","66,291.32","65,768.08","","-0.42%"
"08/05/2021","66,136.50","65,088.13","66,220.20","65,055.91","","1.61%"
"08/04/2021","65,088.13","65,873.55","66,340.31","64,531.09","","-1.19%"
"08/03/2021","65,873.55","65,939.58","66,082.43","65,342.70","","-0.10%"
"08/02/2021","65,939.58","66,005.29","66,621.09","65,630.61","","-0.10%"
"07/30/2021","66,005.29","67,315.58","67,595.39","65,899.33","","-1.95%"
"07/29/2021","67,315.58","66,553.45","67,529.77","66,553.45","","1.15%"
"07/28/2021","66,553.45","65,688.31","66,612.64","65,600.31","","1.32%"
"07/27/2021","65,688.31","65,530.88","65,834.70","64,898.80","","0.24%"
"07/26/2021","65,530.88","64,841.23","66,010.44","64,841.23","","1.06%"
"07/23/2021","64,841.23","65,675.10","65,841.48","64,772.63","","-1.27%"
"07/22/2021","65,675.10","65,832.21","65,832.21","65,170.31","","-0.24%"
"07/21/2021","65,832.21","63,391.65","65,943.89","63,391.65","","3.85%"
"07/20/2021","63,391.65","62,133.15","63,624.24","62,064.49","","2.03%"
"07/19/2021","62,133.15","63,090.80","63,090.80","61,174.82","","-1.52%"
"07/16/2021","63,090.80","63,484.55","63,636.75","62,954.24","","-0.62%"
"07/15/2021","63,484.55","63,959.30","64,283.33","63,253.88","","-0.74%"
"07/14/2021","63,959.30","64,374.74","65,234.83","63,827.17","","-0.65%"
"07/13/2021","64,374.74","64,215.26","64,468.48","63,759.73","","0.25%"
"07/12/2021","64,215.26","62,371.58","64,389.14","62,309.03","","2.96%"
"07/08/2021","62,371.58","63,383.23","63,408.01","62,161.20","","-1.60%"
"07/07/2021","63,383.23","63,562.99","63,784.30","62,524.20","","-0.28%"
"07/06/2021","63,562.99","64,848.56","64,889.96","63,121.43","","-1.98%"
"07/05/2021","64,848.56","63,330.37","64,950.74","63,330.37","","2.40%"
"07/02/2021","63,330.37","62,059.97","63,426.11","61,960.15","","2.05%"
"07/01/2021","62,059.97","62,371.95","63,071.22","61,868.44","","-0.50%"
"06/30/2021","62,371.95","62,972.04","63,639.73","62,220.71","","-0.95%"
"06/29/2021","62,972.04","64,150.87","64,150.87","62,829.24","","-1.84%"
"06/28/2021","64,150.87","65,426.73","65,426.73","63,946.90","","-1.51%"
"06/25/2021","65,133.47","66,933.06","66,933.06","63,093.33","","-2.69%"
"06/24/2021","66,933.06","66,089.94","67,118.63","65,872.23","","1.28%"
"06/23/2021","66,089.94","65,901.62","67,060.86","65,543.64","","0.29%"
"06/22/2021","65,901.62","65,136.00","66,098.19","63,393.35","","1.18%"
"06/18/2021","65,136.00","66,440.20","66,440.20","64,700.24","","-1.96%"
"06/17/2021","66,440.20","67,575.54","67,675.28","65,981.60","","-1.68%"
"06/16/2021","67,575.54","67,005.83","67,646.67","66,850.71","","0.85%"
"06/15/2021","67,005.83","66,836.83","67,321.75","65,237.77","","0.25%"
"06/14/2021","66,836.83","66,093.97","67,379.32","66,093.97","","1.12%"
"06/11/2021","66,093.97","68,144.63","68,144.63","65,686.97","","-3.01%"
"06/10/2021","68,144.63","68,104.99","69,688.41","67,997.64","","0.06%"
"06/09/2021","68,104.99","66,390.28","68,705.81","66,340.04","","2.58%"
"06/08/2021","66,390.28","68,151.14","68,198.49","66,145.85","","-2.58%"
"06/07/2021","68,151.14","66,190.06","68,577.33","66,190.06","","2.96%"
"06/04/2021","66,190.06","64,347.70","66,228.33","64,071.93","","2.93%"
"06/03/2021","64,303.06","62,659.51","64,371.24","62,221.63","","2.62%"
"06/02/2021","62,659.51","61,095.96","62,841.73","61,095.96","","2.56%"
"06/01/2021","61,095.96","59,268.94","61,269.17","59,268.94","","3.08%"
"05/31/2021","59,268.94","59,212.97","59,565.29","59,147.68","","0.09%"
"05/28/2021","59,212.97","57,499.49","59,262.36","57,499.49","","2.98%"
"05/27/2021","57,499.49","56,598.95","57,761.27","56,596.30","","1.59%"
"05/26/2021","56,598.95","56,243.21","56,750.09","55,253.43","","0.67%"
"05/21/2021","56,221.87","57,109.44","57,303.01","56,151.31","","-1.55%"
"05/20/2021","57,109.44","55,990.02","57,171.95","55,986.57","","2.00%"
"05/19/2021","55,990.02","56,078.55","56,106.21","54,777.61","","-0.16%"
"05/18/2021","56,078.55","56,094.99","56,424.25","55,658.57","","-0.03%"
"05/17/2021","56,094.99","54,850.06","56,295.46","54,302.61","","2.27%"
"05/14/2021","54,850.06","52,625.93","54,967.46","52,625.93","","4.23%"
"05/13/2021","52,625.93","51,020.21","52,688.70","51,015.93","","3.15%"
"05/12/2021","51,020.21","51,109.38","51,541.85","50,923.29","","-0.14%"
"05/11/2021","51,093.99","51,750.27","51,750.27","50,866.19","","-1.27%"
"05/10/2021","51,750.27","51,420.77","52,370.26","51,420.77","","0.64%"
"05/07/2021","51,419.49","49,389.34","51,482.07","49,389.34","","4.11%"
"05/06/2021","49,389.34","49,215.11","49,517.84","48,817.72","","0.48%"
"05/05/2021","49,152.27","48,655.51","49,315.25","48,655.51","","1.02%"
"05/04/2021","48,655.51","48,872.51","48,872.51","48,269.50","","-0.44%"
"05/03/2021","48,872.51","49,056.10","49,453.07","48,711.51","","-0.37%"
"04/30/2021","49,056.10","50,065.20","50,066.73","49,056.10","","-2.02%"
"04/29/2021","50,065.20","50,065.38","50,219.47","49,635.37","","0.04%"
"04/28/2021","50,043.81","48,962.16","50,085.18","48,962.16","","2.21%"
"04/27/2021","48,962.16","47,931.27","49,000.31","47,931.27","","2.15%"
"04/26/2021","47,931.27","47,374.47","48,216.23","47,374.47","","1.18%"
"04/23/2021","47,374.47","47,122.62","47,465.46","46,826.09","","0.53%"
"04/22/2021","47,122.62","47,616.53","47,624.32","47,074.35","","-1.04%"
"04/21/2021","47,616.53","46,894.48","47,634.56","46,507.18","","1.54%"
"04/20/2021","46,894.48","48,026.29","48,041.27","46,656.75","","-2.36%"
"04/19/2021","48,026.29","47,664.35","48,298.91","47,628.22","","0.76%"
"04/16/2021","47,664.35","47,093.25","47,734.17","46,813.22","","1.21%"
"04/15/2021","47,093.25","47,299.01","47,655.92","47,040.78","","-0.44%"
"04/14/2021","47,299.01","47,679.06","48,360.71","47,214.71","","-0.80%"
"04/13/2021","47,679.06","48,109.61","48,173.64","47,604.20","","-0.89%"
"04/12/2021","48,109.61","48,845.99","48,929.62","47,978.23","","-1.51%"
"04/09/2021","48,845.99","49,630.56","49,777.20","48,766.90","","-1.58%"
"04/08/2021","49,630.56","50,128.19","50,134.62","49,524.25","","-0.99%"
"04/07/2021","50,128.19","50,328.34","50,581.03","50,002.96","","-0.40%"
"04/06/2021","50,328.34","48,597.71","50,430.32","48,597.71","","3.56%"
"04/05/2021","48,597.71","47,982.39","48,649.47","47,980.87","","1.28%"
"03/31/2021","47,982.39","48,090.66","48,435.06","47,731.34","","-0.23%"
"03/30/2021","48,090.66","47,263.20","48,204.76","47,263.20","","1.80%"
"03/29/2021","47,240.95","46,440.78","47,327.18","46,231.43","","1.72%"
"03/26/2021","46,440.78","46,856.41","47,554.75","46,121.08","","-0.89%"
"03/25/2021","46,856.41","48,615.26","48,615.26","46,713.54","","-3.62%"
"03/23/2021","48,615.26","49,185.87","49,562.71","48,433.29","","-1.16%"
"03/22/2021","49,185.87","48,976.00","49,276.92","48,599.55","","0.43%"
"03/19/2021","48,976.00","48,599.26","49,416.25","48,413.99","","0.78%"
"03/18/2021","48,599.26","49,916.45","49,936.10","48,432.63","","-2.64%"
"03/17/2021","49,916.45","49,646.77","49,967.63","49,180.17","","0.54%"
"03/16/2021","49,646.77","50,458.30","50,798.00","49,533.34","","-1.61%"
"03/15/2021","50,458.30","49,070.98","50,565.44","49,070.98","","2.83%"
"03/12/2021","49,070.98","48,360.72","49,174.51","48,098.02","","1.47%"
"03/11/2021","48,360.72","47,339.46","48,395.65","47,339.46","","2.16%"
"03/10/2021","47,339.46","46,476.01","47,520.00","46,476.01","","1.86%"
"03/09/2021","46,476.01","46,291.77","46,777.05","46,011.61","","0.40%"
"03/08/2021","46,291.77","47,242.26","47,651.03","46,060.64","","-2.01%"
"03/05/2021","47,242.26","47,808.21","48,432.67","46,925.07","","-1.18%"
"03/04/2021","47,808.21","47,325.06","49,103.93","46,906.85","","1.02%"
"03/03/2021","47,325.06","48,127.32","48,380.92","46,970.79","","-1.67%"
"03/02/2021","48,127.32","48,996.26","49,228.85","47,920.89","","-1.77%"
"03/01/2021","48,996.26","48,432.27","49,451.70","48,432.27","","1.16%"
"02/26/2021","48,432.27","48,920.68","49,445.74","48,135.99","","-1.00%"
"02/25/2021","48,920.68","49,606.67","50,477.70","48,705.41","","-1.38%"
"02/24/2021","49,606.67","47,856.68","49,713.78","47,856.68","","3.66%"
"02/23/2021","47,856.68","49,268.42","49,268.42","47,381.61","","-2.87%"
"02/22/2021","49,268.42","50,992.85","51,013.72","49,084.57","","-3.38%"
"02/19/2021","50,992.85","51,826.91","52,182.19","50,842.14","","-1.61%"
"02/18/2021","51,826.91","52,386.59","53,731.74","51,400.72","","-1.07%"
"02/17/2021","52,386.59","51,466.21","52,646.46","51,466.21","","1.79%"
"02/15/2021","51,466.21","51,654.56","52,104.65","51,245.58","","0.00%"
"02/12/2021","51,466.21","51,654.56","52,104.65","51,245.58","","-0.36%"
"02/11/2021","51,654.56","51,940.91","52,429.98","51,563.49","","-0.55%"
"02/10/2021","51,940.91","52,266.75","52,653.29","51,930.95","","-0.62%"
"02/09/2021","52,266.75","52,028.63","52,567.81","52,009.05","","0.46%"
"02/08/2021","52,028.63","51,052.73","52,294.53","51,052.73","","1.91%"
"02/05/2021","51,052.73","50,682.71","51,321.79","50,650.36","","0.73%"
"02/04/2021","50,682.71","49,857.55","50,714.21","49,698.99","","1.66%"
"02/03/2021","49,857.55","49,686.83","50,377.97","49,672.79","","0.34%"
"02/02/2021","49,686.83","49,576.89","50,612.81","49,576.89","","0.22%"
"02/01/2021","49,576.89","48,257.14","49,773.82","48,257.14","","2.73%"
"01/29/2021","48,257.14","49,630.09","49,999.93","48,202.86","","-2.77%"
"01/28/2021","49,630.09","49,970.41","50,523.59","49,344.11","","-0.68%"
"01/27/2021","49,970.41","49,463.84","50,218.56","48,603.94","","1.02%"
"01/26/2021","49,463.84","47,469.96","49,551.91","47,469.96","","4.20%"
"01/25/2021","47,469.96","48,470.91","49,035.73","47,388.14","","-2.07%"
"01/22/2021","48,470.91","48,472.59","49,076.68","48,164.73","","0.00%"
"01/21/2021","48,472.59","50,224.53","50,365.64","48,275.76","","-3.49%"
"01/20/2021","50,224.53","50,516.59","50,536.51","49,582.91","","-0.58%"
"01/19/2021","50,516.59","50,221.80","50,679.67","50,122.34","","0.59%"
"01/18/2021","50,220.22","50,500.83","50,566.92","49,792.99","","-0.56%"
"01/15/2021","50,500.83","51,084.99","51,084.99","50,232.18","","-1.14%"
"01/14/2021","51,084.99","50,961.21","51,330.71","50,514.57","","0.24%"
"01/13/2021","50,961.21","51,201.60","51,649.23","50,609.90","","-0.47%"
"01/12/2021","51,201.60","50,967.48","51,461.09","50,805.62","","0.46%"
"01/11/2021","50,967.48","51,673.77","51,687.59","50,877.46","","-1.37%"
"01/08/2021","51,673.77","52,500.54","52,692.20","51,634.30","","-1.57%"
"01/07/2021","52,500.54","51,880.01","52,568.67","51,814.44","","1.20%"
"01/06/2021","51,880.01","51,594.73","52,201.74","51,594.73","","0.55%"
"01/05/2021","51,594.73","50,730.86","51,627.14","50,530.77","","1.70%"
"01/04/2021","50,730.86","51,226.49","51,443.13","50,054.38","","-0.97%"
"12/30/2020","51,226.49","51,320.14","52,189.00","51,053.17","","-0.18%"
"12/29/2020","51,320.14","50,483.84","51,659.88","50,483.84","","1.66%"
"12/28/2020","50,483.84","51,618.98","51,618.98","50,433.39","","-2.20%"
"12/23/2020","51,618.98","50,406.93","51,689.71","50,406.93","","2.40%"
"12/22/2020","50,406.93","50,159.86","51,130.88","50,159.86","","0.49%"
"12/21/2020","50,159.86","52,346.77","52,346.77","49,566.79","","-4.18%"
"12/18/2020","52,346.77","53,115.58","53,610.27","52,200.92","","-1.45%"
"12/17/2020","53,115.58","53,205.99","53,842.24","53,076.52","","-0.17%"
"12/16/2020","53,205.99","53,280.19","53,871.07","53,058.77","","-0.14%"
"12/15/2020","53,280.19","53,034.13","53,445.52","52,897.74","","0.46%"
"12/14/2020","53,034.13","53,822.44","54,513.05","52,764.42","","-1.46%"
"12/11/2020","53,822.44","53,690.40","54,047.24","53,478.76","","0.25%"
